genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
icelandic electronic,0.023,0.804,360705,0.406,0.837,0.106,-11.154,0.0472,120.012,0.124,60,7,0
latin metal,0.023347817,0.476778704,275171.1176,0.804178704,0.050855916,0.169069444,-7.058387037,0.087872407,131.233963,0.398616204,47.52685185,11,1
deathrock,0.02346159,0.418,259978.4167,0.794533333,0.25039038,0.2087475,-10.28531667,0.054845,143.5949583,0.465562917,33.47083333,9,1
welsh rock,0.023521672,0.488939394,259010.0561,0.849601515,0.029446688,0.260618333,-5.969157576,0.091418636,116.5590182,0.478172727,49.6030303,7,1
thrash core,0.023902925,0.345227436,128724.0185,0.895589134,0.206814637,0.243842433,-8.775154572,0.106711391,122.7798047,0.394981572,28.65962692,11,1
corrosion,0.024479688,0.436619048,272475.631,0.774452381,0.632215924,0.262177381,-10.34997619,0.043267857,140.9402976,0.545797619,37.53571429,9,1
frankfurt electronic,0.0247,0.74,364400,0.946,0.242,0.124,-11.681,0.0353,137.015,0.715,53,0,0
latintronica,0.025595,0.69175,239946.75,0.71,0.357628055,0.2438,-8.629,0.062375,98.725,0.85075,54,6,1
french shoegaze,0.0257168,0.294384615,245518.3846,0.714807692,0.242470227,0.173153846,-6.231730769,0.039630769,156.4094615,0.434826923,51.61538462,11,1
guam indie,0.0258,0.92,310153,0.319,0,0.105,-7.965,0.0372,113.987,0.439,60,4,0
french techno,0.0258625,0.5785,253745,0.834,0.313,0.1365,-5.6495,0.1706,107.714,0.3225,47.5,10,1
russian alternative,0.0259,0.386,202040,0.796,0,0.124,-4.76,0.0413,148.6,0.635,40,2,0
russian metal,0.0259,0.386,202040,0.796,0,0.124,-4.76,0.0413,148.6,0.635,40,2,0
japanese pop punk,0.02598709,0.4643,230949.4,0.9182,0.05545645,0.2603,-5.1834,0.05507,165.5072,0.5704,47.6,0,1
welsh metal,0.026487804,0.477434783,254788.8261,0.917,0.000550833,0.316608696,-4.132130435,0.072928261,114.8476957,0.533713043,53.73913043,7,0
diy emo,0.026518444,0.344555556,217264.4444,0.72,0.014890833,0.302711111,-8.290111111,0.047588889,146.5473333,0.434111111,56.55555556,6,1
nyhc,0.026693645,0.398636607,166036.989,0.873458454,0.092387024,0.295639315,-7.496293155,0.111298423,124.3604661,0.407831964,35.6047619,7,1
j-punk,0.026715,0.462,229040,0.843,3.65E-05,0.317,-5.6735,0.04045,144.9865,0.6415,54,11,1
japanese punk rock,0.026715,0.462,229040,0.843,3.65E-05,0.317,-5.6735,0.04045,144.9865,0.6415,54,11,1
melodic hardcore,0.027030496,0.417855052,176835.6169,0.903553492,0.024345063,0.254548671,-5.540178547,0.087592817,129.1727899,0.496213036,43.24639859,4,1
thrash metal,0.027083423,0.32616579,275823.9529,0.878855294,0.232313144,0.203557415,-7.827699591,0.100294728,127.1858048,0.326767097,36.73331297,11,1
russian hip hop,0.0272,0.358,247033.5,0.8545,0.00274,0.235,-3.485,0.04315,162.2565,0.4645,42,7,0
australian post-punk,0.027673333,0.426333333,202582,0.668666667,0.000579667,0.242,-14.05833333,0.055666667,115.071,0.593666667,31.33333333,7,1
boston punk,0.028441615,0.419997949,173994.299,0.869208205,0.079736917,0.249434385,-7.295970256,0.121113359,109.3978713,0.491413077,35.46307692,6,1
dark techno,0.02845055,0.77925,361842.5,0.71775,0.86925,0.104225,-6.472,0.089975,126.5015,0.342,6.5,7,1
orgcore,0.028496545,0.399238426,176359.3741,0.917065741,0.042199725,0.290976343,-5.24252037,0.08130588,143.3717528,0.548763426,42.81157407,11,1
belarusian pop,0.0285,0.33,292027,0.913,0.00548,0.346,-2.21,0.045,175.913,0.294,44,7,0
belarusian rock,0.0285,0.33,292027,0.913,0.00548,0.346,-2.21,0.045,175.913,0.294,44,7,0
crust punk,0.028542436,0.33195114,148634.4379,0.922242403,0.162818826,0.238638129,-8.421915385,0.136842194,118.6683691,0.38138019,29.15607787,11,1
old school thrash,0.028546539,0.322819714,268109.0901,0.894864729,0.267177299,0.188413051,-7.385446638,0.105189966,126.8219784,0.306225481,36.65643383,11,1
canadian metal,0.028695867,0.435734314,258724.1833,0.861480582,0.158273131,0.261421864,-6.433502117,0.072854143,129.0407753,0.422409487,40.22134821,11,1
medieval rock,0.0290726,0.467142857,292485.4286,0.797285714,2.87E-05,0.121414286,-6.767285714,0.0591,130.8271429,0.511714286,58.71428571,7,0
spanish folk metal,0.0290726,0.467142857,292485.4286,0.797285714,2.87E-05,0.121414286,-6.767285714,0.0591,130.8271429,0.511714286,58.71428571,7,0
gothic metal,0.029283473,0.416454861,301199.4282,0.844605324,0.205676094,0.161676968,-5.727174769,0.058356597,125.7050891,0.268829514,48.42939815,11,0
grand rapids indie,0.029839417,0.395166667,247979.3333,0.8065,0.010453031,0.193508333,-5.709333333,0.07295,129.7130833,0.531416667,47.5,11,1
belgian new wave,0.030002198,0.587,226196.5,0.84325,0.3565,0.239,-9.24025,0.035275,127.84275,0.404,30.25,2,1
melodic deathcore,0.030026451,0.450270408,230506,0.955647959,0.116330721,0.173157143,-3.497576531,0.163622449,122.0175204,0.213305102,44.22959184,7,1
gothic symphonic metal,0.030060324,0.373958333,244301.3542,0.879208333,0.018285923,0.158858333,-5.377791667,0.071029167,141.4748125,0.358341667,52.60416667,7,0
neotango,0.0303,0.8365,315826.5,0.6305,0.6925,0.0801,-7.97,0.046,107.223,0.54,46,10,1
cambodian rock,0.0305295,0.504,166968.15,0.70485,0.189081,0.2719,-6.9413,0.051275,124.4581,0.8214,25.5,0,1
christian hard rock,0.030798833,0.483277778,197361.0556,0.901611111,2.62E-06,0.192077778,-4.233,0.056433333,128.5383889,0.420222222,50.38888889,5,1
korean trap,0.030928,0.734,236647,0.701,4.09E-06,0.202,-5.3055,0.1661,129.04,0.3395,61.5,1,1
electronic djent,0.0313352,0.4292,390766.6,0.6364,0.8362,0.167,-9.6938,0.0679,128.0622,0.09514,61,2,1
jump up,0.0321043,0.408666667,256309,0.778333333,0.2359,0.172333333,-5.33,0.1112,146.1596667,0.118133333,49.33333333,2,1
english indie rock,0.032135747,0.453540816,195534.7704,0.843005102,0.000950679,0.155014286,-4.677617347,0.055576531,138.6109541,0.505861224,51.56632653,2,1
power-pop punk,0.032382615,0.410889881,168726.7857,0.909517857,0.044149495,0.264537202,-5.614458333,0.083543155,143.2733869,0.64141369,37.64583333,7,1
khmer,0.032489167,0.465666667,149984.25,0.700416667,0.297775,0.294466667,-6.903833333,0.059191667,123.5478333,0.755666667,25.16666667,7,1
wrestling,0.032578446,0.563937503,239364.6818,0.819587559,0.031232532,0.214022455,-6.041139084,0.12772229,127.1036504,0.484445232,48.92430579,6,1
north east england indie,0.0329,0.36,182680,0.895,1.18E-06,0.06,-3.795,0.117,168.214,0.424,55,9,1
derby indie,0.033,0.815,259893,0.605,0.684,0.114,-9.118,0.0368,102.643,0.795,65,5,0
speed metal,0.033217146,0.343040339,272915.0981,0.876451395,0.215952087,0.21055106,-7.457077094,0.091840148,127.0219521,0.320965727,39.26888916,4,1
skate punk,0.033300228,0.446290691,184456.3397,0.890174659,0.036169453,0.241336332,-5.664687449,0.090524243,131.7634808,0.577590564,42.63545895,7,1
christian power metal,0.03331366,0.388866667,250086.2,0.7864,0.02289982,0.169046667,-10.04106667,0.056786667,121.5611333,0.4014,31.86666667,8,1
deep classic garage rock,0.0338,0.57,147107,0.6505,0.0004525,0.2225,-8.962,0.02835,90.61,0.719,26.5,2,1
post-metal,0.033979831,0.357285088,265491.5614,0.750532456,0.543971167,0.310989035,-10.55514474,0.098489474,135.3983509,0.237309649,41.43859649,9,1
j-pixie,0.034382556,0.612444444,250667.3472,0.837861111,0.096722139,0.146054167,-5.640166667,0.091751389,136.4511944,0.45325,55.30555556,7,1
post-screamo,0.034545531,0.459642659,224570.6368,0.891235979,0.013744193,0.207533029,-4.19007209,0.094919517,131.9243005,0.38332455,53.22857143,6,1
crossover thrash,0.034705048,0.333778972,199188.2361,0.889515565,0.251485252,0.235245622,-8.425845186,0.111515551,121.8153917,0.357785089,33.23022142,11,1
miami bass,0.0348208,0.847565808,264489.9034,0.653282297,0.049692467,0.217809645,-10.89924844,0.178767935,128.0639323,0.646975488,37.69138143,7,1
oi,0.035739106,0.376080109,185972.6608,0.866683504,0.063245908,0.233148929,-7.038668836,0.093072518,144.2583345,0.558094006,33.03311718,9,1
springfield mo indie,0.0358,0.638,199813,0.43,0.17,0.275,-8.997,0.0288,87.589,0.316,43,4,0
minimal wave,0.035854013,0.668083333,284081.9667,0.6591,0.430472087,0.26193,-10.66826667,0.061596667,128.0709333,0.524036667,30.71666667,7,1
luk thung,0.03599875,0.44625,157946.125,0.710375,0.2211625,0.3057,-6.67375,0.0620625,135.429,0.73225,25.25,7,1
mexican electronic,0.036027583,0.879833333,273897.0833,0.712583333,0.038091424,0.164383333,-10.83458333,0.105058333,120.9959167,0.802583333,40.25,7,1
leicester indie,0.0361584,0.4822,229818.6,0.8238,0.035615286,0.27588,-5.9138,0.06182,111.2474,0.387,57.8,7,1
breakbeat,0.036295642,0.55412341,296849.8283,0.844721337,0.338541046,0.186791097,-7.607215243,0.106013507,130.4081388,0.414803948,44.5013926,6,1
euphoric hardstyle,0.036351667,0.553333333,196110,0.883833333,0.007933858,0.434216667,-7.493333333,0.09665,118.114,0.4745,48,1,1
vogue,0.0363595,0.7855,342546.5,0.6785,0.26300271,0.07255,-11.6035,0.04965,123.439,0.7005,28.5,2,1
euroska,0.03655,0.6075,185326.5,0.9515,0.0043835,0.16005,-5.519,0.0495,170.0045,0.9395,40.5,7,1
gabba,0.0367,0.69,462262,0.861,0.000412,0.142,-9.968,0.0845,118.876,0.529,25,1,1
instrumental progressive metal,0.036916667,0.410333333,137613.3333,0.713333333,0.613,0.110433333,-11.03666667,0.0361,145.4643333,0.748666667,17.66666667,2,1
thall,0.036916667,0.410333333,137613.3333,0.713333333,0.613,0.110433333,-11.03666667,0.0361,145.4643333,0.748666667,17.66666667,2,1
rap chileno,0.03699,0.7485,197373.5,0.685,0.00025611,0.1866,-6.528,0.05995,100.456,0.7385,58,6,0
norwegian punk rock,0.037,0.275,158427,0.98,5.17E-06,0.0943,-0.866,0.11,185.024,0.455,55,9,1
norwegian rock,0.037,0.275,158427,0.98,5.17E-06,0.0943,-0.866,0.11,185.024,0.455,55,9,1
german house,0.038693333,0.853666667,292521.6667,0.604,0.025627667,0.089733333,-7.749333333,0.046166667,122.3456667,0.666,65,3,0
concepcion indie,0.0387,0.488,236427,0.795,0,0.0452,-4.157,0.0336,107.846,0.803,61,9,0
rap rock,0.038865555,0.525655961,233884.648,0.867074135,0.067678015,0.218618308,-5.387232697,0.100253868,123.7213085,0.47232369,47.5881589,1,1
plunderphonics,0.03908285,0.65,304286,0.7695,0.033605,0.388,-6.8855,0.1149,116.271,0.348,41,9,1
dreamgaze,0.039290333,0.309833333,377389,0.741666667,0.281,0.17135,-9.772,0.042183333,115.0868333,0.361,39.33333333,7,1
argentine heavy metal,0.039326667,0.54625,317544.1667,0.79125,0.055702993,0.13725,-6.815583333,0.133066667,142.6251667,0.531833333,50.41666667,11,1
old school uk hip hop,0.039463333,0.709333333,233173.3333,0.7325,0.0001594,0.15735,-8.657333333,0.222383333,142.159,0.6465,36,11,1
melbourne bounce,0.0408133,0.76142,221095.26,0.75001,0.108504228,0.26457,-6.28388,0.095038,124.41427,0.60671,52.19,7,1
dangdut,0.0409,0.37,295947,0.514,0.00115,0.283,-5.479,0.0302,126.978,0.17,55,2,1
french hip hop,0.0413,0.842,202160,0.821,0.00249,0.346,-9.86,0.163,101.986,0.594,45,1,1
progressive metal,0.041430996,0.381857337,317580.486,0.864163895,0.272235548,0.253148205,-6.636591362,0.07561805,133.7485783,0.343863932,45.82458486,7,1
electropowerpop,0.041670694,0.556122222,211953.727,0.791240278,0.003569317,0.184612917,-6.225771825,0.101269325,139.3016242,0.550529167,48.14087302,5,1
death metal,0.041852853,0.304456844,277120.6472,0.894711801,0.404810482,0.198273656,-7.318566617,0.096944303,125.3007814,0.267975063,38.40742926,11,1
finnish edm,0.0418825,0.61475,349001.5,0.76525,0.508125,0.1223,-7.072125,0.08185,108.070125,0.4615,58.375,11,0
hardcore techno,0.042463834,0.612704622,283590.0756,0.775494118,0.261790505,0.157072689,-10.42968403,0.091021597,128.4399735,0.605177311,42.98319328,1,1
knoxville indie,0.04255,0.5025,169833.5,0.7555,7.15E-07,0.2145,-6.5475,0.0375,121.187,0.694,45.5,2,1
uk metalcore,0.043035715,0.341898481,248944.1946,0.925083333,0.007535224,0.258518611,-4.267291179,0.151708148,131.151421,0.295503744,48.7766165,7,0
power metal,0.043293682,0.387055072,276070.692,0.859752603,0.111922848,0.241914309,-6.48293709,0.074897393,131.9441289,0.369942946,46.49440802,7,1
swancore,0.043498703,0.39833014,235570.1603,0.845796935,0.109702732,0.221160026,-6.144777139,0.077279821,136.2812759,0.540818008,47.88314176,7,1
sky room,0.0435,0.51,185625,0.831,3.14E-06,0.346,-4.514,0.0606,128.025,0.376,61,7,0
cornwall indie,0.0437,0.391,218773,0.63,0.00115,0.113,-6.764,0.0274,174.04,0.134,43,3,0
jamtronica,0.0437,0.769,299320,0.613,0.00286,0.0508,-6.059,0.205,81.96,0.502,52,1,0
detroit techno,0.043875833,0.770666667,364924.3333,0.590666667,0.767666667,0.373166667,-12.65866667,0.0649,121.5253333,0.344033333,44.66666667,11,1
industrial metal,0.04425367,0.536464427,248190.2851,0.847829947,0.189417874,0.232217347,-6.233737104,0.084320755,121.2706281,0.434712848,43.6583735,1,1
filthstep,0.044599847,0.565033333,256387.8667,0.818866667,0.215047423,0.196136667,-5.1838,0.11274,133.9852333,0.285066667,51.16666667,5,1
bmore,0.044717142,0.667014881,236948.5679,0.738272024,0.076288581,0.190733571,-7.124266071,0.093767202,135.2118768,0.444592857,50.98333333,7,1
nwobhm,0.044809006,0.332767549,262405.8102,0.871271324,0.137470248,0.27912843,-6.932859657,0.094031962,129.1699325,0.376583417,36.69477124,0,1
uk82,0.044824422,0.347484664,167818.1313,0.874306956,0.039307994,0.203674253,-7.25115049,0.094198095,141.8921631,0.530350355,28.35604575,9,1
metal,0.044914525,0.37687221,272982.3349,0.853353577,0.201001364,0.22598435,-7.46993681,0.085779928,128.2699943,0.359230626,40.67701644,9,1
rap metal,0.044967684,0.501702652,236202.7765,0.882614456,0.102836325,0.222424537,-5.45403791,0.112984237,123.7306645,0.443300033,47.77262895,1,1
anarcho-punk,0.045000693,0.326593333,180912.4733,0.878016667,0.011266271,0.252606667,-8.151106667,0.127833,154.9934233,0.475630667,34.26,2,1
dream trance,0.045322917,0.628916667,297474.4167,0.869916667,0.453084167,0.164441667,-9.017916667,0.041116667,130.1681667,0.50525,51.83333333,9,1
chicago punk,0.045419161,0.452143783,187969.7133,0.843230975,0.062115198,0.198908306,-6.558398041,0.08574508,137.0093599,0.5915938,40.76169116,8,1
nu metal,0.045544689,0.483363042,240841.0904,0.854330314,0.093070778,0.204479111,-5.523821951,0.086224404,125.4794968,0.427496957,47.56584516,2,1
south african hip hop,0.0459875,0.790125,265158.5,0.64125,0.000189413,0.251375,-6.88175,0.209325,128.752875,0.48275,63.75,2,1
auckland indie,0.046089692,0.540194444,231123.4444,0.703472222,0.023251583,0.306822222,-5.540111111,0.053538889,116.5075,0.329980556,53.25,6,1
futurepop,0.046716667,0.655833333,336111,0.603,0.048366,0.263966667,-12.912,0.034616667,124.0703333,0.657333333,45.83333333,7,1
drum and bass,0.047243312,0.505261553,287837.0863,0.761293561,0.31102779,0.226424564,-7.882971875,0.086013277,136.9817857,0.326586364,44.62784091,2,1
trash rock,0.0475,0.572,180373.5,0.8405,0.0015963,0.1487,-9.4,0.0468,154.6415,0.80225,34,3,1
swedish garage rock,0.047932333,0.455333333,176137.6667,0.936666667,0.004149683,0.264916667,-4.150666667,0.088266667,134.4751667,0.672333333,49.16666667,9,1
vocal house,0.048509355,0.727185157,285663.3924,0.776990779,0.165599768,0.167851535,-7.704990854,0.073417342,125.5665265,0.683301011,50.89589002,7,1
ambient house,0.0489,0.629833333,268690.3333,0.832333333,0.1484,0.329333333,-12.224,0.046483333,113.8226667,0.456,39,6,0
doom metal,0.049748563,0.317417089,302050.5134,0.777881582,0.422057575,0.201656733,-8.707136292,0.059952917,121.5437565,0.351291147,38.74414251,11,1
birmingham metal,0.050045551,0.379945553,270802.4049,0.780497926,0.362083948,0.225044648,-10.43236471,0.067347031,127.8812412,0.352235872,37.1227282,1,1
triangle indie,0.050470167,0.418416667,248898.7083,0.758833333,0.365375,0.198,-7.79975,0.039341667,119.854375,0.529125,34.375,9,1
cedm,0.050909375,0.6090625,209046.75,0.819,6.23E-06,0.1034875,-4.35675,0.0741875,141.3273125,0.52016875,49.75,2,1
trancecore,0.05093557,0.436728606,225707.3221,0.876334375,0.001871791,0.222705337,-5.106747115,0.119889615,143.2942909,0.3706625,50.06322115,6,1
happy hardcore,0.0510525,0.61375,300898,0.864,0.084620817,0.239666667,-7.112833333,0.138958333,146.4766667,0.587333333,47.83333333,7,1
emo punk,0.051275235,0.398202083,222191.4813,0.803466667,0.148095271,0.202186875,-6.715266667,0.0566575,128.8529563,0.425889583,38.1125,9,1
japanese girl punk,0.0514,0.521,235440,0.908,7.29E-05,0.407,-6.491,0.0414,174.392,0.655,40,0,1
nightrun,0.051570044,0.559555556,291408.2222,0.771,0.015331044,0.167488889,-7.182666667,0.044166667,119.2905556,0.348944444,53.83333333,2,0
modern uplift,0.051716667,0.507833333,201982.3333,0.857666667,0,0.1637,-3.175666667,0.058683333,151.384,0.617166667,59.16666667,10,1
japanese alternative rock,0.051783333,0.533333333,360742.3333,0.753666667,0.297156667,0.203133333,-6.230333333,0.051066667,92.57433333,0.454666667,50,2,1
nu skool breaks,0.051806111,0.618333333,296851.0556,0.834611111,0.441107222,0.36695,-7.077166667,0.096444444,115.854,0.365722222,49,6,1
bahamian pop,0.05195,0.810333333,203000.1667,0.852666667,0.00057375,0.15355,-5.036,0.084133333,121.733,0.8285,50.33333333,11,1
bristol electronic,0.052,0.342,280811,0.277,0.188,0.0897,-12.568,0.0403,139.951,0.102,49,5,0
sleaze rock,0.052038603,0.499007645,251639.853,0.784948788,0.041402445,0.238907826,-8.261228332,0.056459105,123.8455559,0.474238115,37.00805048,7,1
psychedelic punk,0.052135119,0.350269231,273080.0385,0.825134615,0.357565922,0.203261538,-7.488826923,0.086661538,133.5471923,0.457673077,43.34615385,8,1
melbourne bounce international,0.052398833,0.722520833,209804.8333,0.7825625,0.116232636,0.235675,-5.8324375,0.097841667,126.3210833,0.5315625,50.60416667,7,1
marimba orquesta,0.0526,0.687,165227,0.663,2.11E-05,0.212,-7.044,0.0404,151.333,0.94,27,11,1
arab trap,0.0527,0.752,146945,0.905,0.000242,0.173,-7.072,0.0515,97.993,0.689,74,0,1
musique guadeloupe,0.0527,0.776,229333,0.656,0.565,0.0445,-14.316,0.0341,99.981,0.966,24,4,1
zouk riddim,0.0527,0.776,229333,0.656,0.565,0.0445,-14.316,0.0341,99.981,0.966,24,4,1
visual kei,0.053286952,0.414516667,313407.0167,0.824016667,0.006171462,0.145736667,-5.706533333,0.10574,148.29125,0.41643,50.63333333,11,1
brighton indie,0.05348405,0.52555,209507.675,0.821225,0.22463097,0.2314925,-5.78345,0.054605,130.053625,0.56531,50.5,7,1
ebm,0.053634758,0.629704248,297533.6103,0.738754902,0.45482927,0.241677859,-10.10011275,0.065420261,120.385509,0.491826471,32.34803922,11,1
hardcore punk,0.053661048,0.401221292,163678.3338,0.869712302,0.145981902,0.247655984,-8.200942953,0.105768414,123.5770616,0.474322716,33.01722825,11,1
dayton indie,0.054566692,0.469960902,207553.9023,0.761931328,0.156622318,0.187422556,-6.789862155,0.069459398,136.7577193,0.435204511,46.20802005,6,1
german hard rock,0.054601355,0.394236859,258940.9465,0.783200641,0.093721061,0.210996026,-10.86855801,0.056226859,128.1752013,0.407845513,39.41185897,9,1
ukrainian electronic,0.055,0.754,330000,0.739,0.871,0.109,-6.333,0.0636,128.005,0.212,13,7,1
grave wave,0.055248368,0.507089286,266044.8244,0.674208333,0.369729301,0.308151786,-9.221482143,0.052819345,134.8098869,0.501991071,39.75892857,6,1
chicago house,0.055307903,0.726862179,326312.8846,0.720480769,0.254341781,0.150017949,-9.560554487,0.069155128,125.5108462,0.636922436,45.58012821,11,1
modern psychedelic folk,0.0555,0.798,386360,0.748,0.105,0.0615,-12.163,0.036,122.429,0.896,55,11,0
sound effects,0.055626621,0.123745833,206644.9167,0.616808333,0.904583333,0.582866667,-20.65908333,0.074820833,94.746625,0.018545833,65.83333333,2,1
uk post-hardcore,0.0558035,0.4135,224613,0.869,5.55E-05,0.21,-4.7765,0.14925,116.3615,0.36,37,1,1
new jersey hardcore,0.056116544,0.400513152,196239.3418,0.887764489,0.022370535,0.22376412,-5.571758748,0.101775408,141.2917814,0.401402037,43.58346461,7,1
hip house,0.056927536,0.749704029,274772.1505,0.753344574,0.114846043,0.176643531,-9.921526468,0.090311605,119.172513,0.697525592,46.40787672,7,1
ukrainian rock,0.056945,0.476833333,248215.6667,0.6475,0.003335033,0.1309,-7.739,0.033983333,128.8146667,0.498,37.33333333,7,1
chilean hardcore,0.057216667,0.630555556,295830.4444,0.748777778,0.003620389,0.123811111,-7.744,0.064277778,138.2841111,0.667777778,54.33333333,11,1
deep big room,0.057728548,0.634357143,216056.1048,0.830247619,0.148001356,0.174390714,-4.974329167,0.069001905,125.3694012,0.435154762,57.67916667,11,0
christian rock,0.057749277,0.494714905,220205.2935,0.83518097,0.029174598,0.189844135,-5.088885304,0.068925619,130.1598543,0.471476405,47.94801855,6,1
footwork,0.058,0.897,253718,0.568,0.332,0.12,-8.041,0.163,125.916,0.165,30,0,1
surf punk,0.058428847,0.474516667,232882.2889,0.810766667,0.365281375,0.189349259,-7.682401852,0.061119444,135.417387,0.442707407,42.27222222,4,1
noise punk,0.058558495,0.3965,200218.375,0.851875,0.540063917,0.2758625,-8.7095,0.07755,131.326125,0.3381,25.875,11,1
dutch metal,0.058585583,0.324083333,273525.4167,0.911583333,0.000326266,0.210983333,-4.85725,0.086666667,118.6394167,0.1745,45.91666667,2,1
